de|und vergrößerte auf diese Weise sein Ansehen in der Öffentlichkeit und bei den Soldaten noch
en|the Human Environment, held in Stockholm. That year also saw the signing of the Convention
fr|érigé notamment par Plutarque, tandis que le Roman d'Alexandre, très largement diffusé depuis le xiie
nl|Hercules, werden handelsposten gevestigd en verkenningstochten uitgevoerd. Volgens sommige archeologen bezochten Carthaagse schepen ook de
de|Die Belagerung der strategisch wichtigen Stadt Mantua dauerte sechs Monate. Während dieser Zeit wurden verschiedene
en|on the Prevention of Marine Pollution by Dumping of Wastes and Other Matter, sometimes called
fr|siècle, a fait entrer Alexandre dans la légende54. Durant ces époques, il est vu comme
nl|Canarische eilanden, Madeira en de Azoren. Volgens sommige geschiedschrijvers voer de Carthaagse ontdekkingsreiziger Hanno zelfs
de|Entsatzarmeen von Bonaparte geschlagen. Nach der Kapitulation am 2. Februar 1797 war der Weg über
en|the London Convention. The London Convention did not ban marine pollution, but it established black
fr|le modèle du prince vertueux et du roi-conquérant55. La première biographie moderne d'Alexandre est rédigée
nl|Carthago eiste ten slotte zelfs het alleenrecht op over de zeehandel en de Carthaagse schepen
de|die Alpenpässe frei. Österreich, unter der militärischen Führung von Erzherzog Karl, musste daraufhin den Frieden
en|and gray lists for substances to be banned or regulated by national authorities. Cyanide and
fr|par Samuel Clarke en 1665 dans une Angleterre marquée par la Première révolution. Il y
nl|gingen over tot het tot zinken brengen van rivalen die ze op 'hun zee' aantroffen.
de|von Campo Formio annehmen und dabei erhebliche Gebietsverluste hinnehmen. In Italien errichtete Bonaparte mit der
en|high-level radioactive waste, for example, were put on the black list. The London Convention applied
fr|apparait comme l'incarnation de la démesure et du despotisme55. En France, au siècle des Lumières,
nl|Carthago werd daarmee de meest geduchte tegenstander en rivaal van de eveneens handeldrijvende en koloniserende
de|Cisalpinischen Republik und der Ligurischen Republik Tochterstaaten der französischen Republik. Die eigenmächtige Handlungsweise und wachsende
en|only to waste dumped from ships, and thus did nothing to regulate waste discharged as
fr|Plutarque, Arrien et Quinte-Curce connaissent un nouvel examen critique grâce aux travaux de Pierre Bayle,
nl|Westelijke Grieken en nog later van de zich uitbreidende stadstaat Rome. Vaak verbonden de Carthagers
de|Popularität Bonapartes verstärkten beim herrschenden Direktorium das Misstrauen. Sie konnten aber kaum etwas gegen den
en|Surface runoff from farming, as well as urban runoff and runoff from the construction of
fr|Voltaire, Jean-François Marmontel et Guillaume de Sainte-Croix55. Dans L'Esprit des lois , Montesquieu évoque Alexandre
nl|zich met de Etruskische stadstaten om zo beter de concurrentie van de Grieken te weerstaan.
de|Napoleon fürchtete nach der Rückkehr aus Italien, dass sein Ruhm bald wieder verblassen würde, und
en|roads, buildings, ports, channels, and harbours, can carry soil and particles laden with carbon, nitrogen,
fr|comme celui qui a permis une « révolution du commerce ». Il fait suite aux
nl|Uiteindelijk leidde de rivaliteit met de Romeinse Republiek tot de drie Punische oorlogen. De Carthagers
de|drängte das Direktorium, ihm ein neues militärisches Kommando zuzuweisen. Als sich die anfänglich geplante Invasion
en|phosphorus, and minerals. This nutrient-rich water can cause fleshy algae and phytoplankton to thrive in
fr|travaux de l'érudit Pierre-Daniel Huet qui a publié une Histoire du commerce qui met en
nl|In de drie Punische oorlogen tussen de Romeinse Republiek en Carthago werd gevochten om de
de|Großbritanniens als undurchführbar erwies, stimmte die Regierung dem Plan einer Eroberung von Ägypten zu. Ziel
en|coastal areas; known as algal blooms, which have the potential to create hypoxic conditions by
fr|valeur l'œuvre fondatrice d'Alexandre55. Cette vision se retrouve dans Recherches historiques sur l'Inde de l'Écossais
nl|hegemonie in de westelijke helft van het Middellandse Zeegebied. In de tweede van deze oorlogen
de|war es, Großbritanniens Zugang nach Indien zu stören. Eine von Kriegsschiffen eskortierte Transportflotte lichtete am
en|using all available oxygen. In the coast of southwest Florida, harmful algal blooms have existed
fr|William Robertson qui fait d'Alexandre un modèle car il aurait associé conquête militaire, échanges commerciaux
nl|wist Carthago Rome ernstig te bedreigen, maar uiteindelijk behaalde Rome een totale overwinning. De oorlogen
de|19. Mai 1798 die Anker. An Bord waren neben 38.000 Soldaten auch zahlreiche Wissenschaftler und
en|for over 100 years. These algal blooms have been a cause of species of fish,
fr|et diffusion de la civilisation européenne56. Pour autant au xviiie siècle, il existe très peu
nl|De rivaliteit en het wantrouwen tussen de grootmachten van het westen van de Middellandse Zee
de|Künstler, die das Land, seine Geschichte und Kunstdenkmäler erforschen und in Ägypten moderne politische und
en|turtles, dolphins, and shrimp to die and cause harmful effects on humans who swim in
fr|de textes entièrement consacrés à Alexandre55. Au début du xixe siècle, dans une Prusse traumatisée
nl|waren na de eerste Punische Oorlog allerminst uit de wereld. Na verloop van tijd kwamen
de|wirtschaftliche Strukturen aufbauen sollten. Nachdem die Franzosen unterwegs die Insel Malta besetzt hatten, landete die
en|Polluted runoff from roads and highways can be a significant source of water pollution in
fr|par la défaite d'Iéna, l'historien Barthold Georg Niebuhr condamne l'œuvre d'Alexandre, incapable selon lui de
nl|ze weer in conflict over de afbakening van hun invloedssferen, deze maal in Iberia. Vooral
de|Armee am 1. Juli 1798 in Ägypten. Am 21. Juli besiegten die französischen Expeditionsstreitkräfte eine
en|coastal areas. About 75% of the toxic chemicals that flow into Puget Sound are carried
fr|consolider le royaume dont il a hérité et exalte au contraire l'unification de la Grèce
nl|de Iberische stad Saguntum, het huidige Sagunto, speelde hierin een rol. Toen Rome een verbond
de|Mamlukenarmee in der Schlacht bei den Pyramiden und zogen am 23. Juli in Kairo ein.
en|by stormwater that runs off paved roads and driveways, rooftops, yards and other developed land.
fr|L'Histoire d'Alexandre le Grand de Johann Gustav Droysen, publiée en 1833, marque le début d'un
nl|sloot met Saguntum, dat in de Carthaagse invloedssfeer lag, was de Tweede Punische Oorlog dan
de|Dort erreichte Napoleon die Nachricht, dass seine Schiffe von einer britischen Flotte unter Horatio Nelson
en|In California, there are many rainstorms that runoff into the ocean. These rainstorms occur from
fr|véritable examen scientifique de l'œuvre d'Alexandre55,N 10. L'historien, élève de Hegel et créateur du terme
nl|De Carthaagse legerleider Hannibal Barkas besloot grondig met de Romeinen af te rekenen door hen
de|Mit Hilfe der mitgereisten Experten begann Bonaparte mit verschiedenen Reformen und gründete das Institut d’Égypte,
en|October to March, and these runoff waters contain petroleum, heavy metals, pollutants from emissions, etc.
fr|« hellénistique »57, fait de lui un héros de l'histoire universelle58. Droysen envisage les aspects
nl|rechtstreeks in Italië aan te vallen. Zijn plan stuitte op tegenstand van een Carthaagse politieke
de|das zu einer Keimzelle der Ägyptologie wurde. Im Zuge der Expedition wurde unter anderem der
en|In China, there is a large coastal population that pollutes the ocean through land runoff.
fr|culturels de la politique d'Alexandre, qui consiste, selon lui, à fusionner « la vitalité ardente
nl|factie onder leiding van Hanno de Grote, die een dergelijk avontuur een slecht idee vond.
de|Stein von Rosette gefunden. Eine Abschrift dieser mehrsprachigen Inschrift ermöglichte Jean-François Champollion 1822 die Entschlüsselung
en|This includes sewage discharge and pollution from urbanization and land use. In 2001, more than
fr|de la Grèce » et « les masses inertes de l'Asie »58. Il loue la
nl|Hannibal stak niettemin vanuit Iberia de Pyreneeën en de Alpen over met een groot leger,
de|der Hieroglyphen. Von den Ägyptern wurde Napoleon nicht wie in Italien als Befreier, sondern als
en|66,795 mi² of the Chinese coastal ocean waters were rated less than Class I of
fr|politique économique et les fondations de cité qui auraient mis en valeur les « immenses
nl|grotendeels bestaande uit Iberische Kelten en Noord-Afrikaanse Libiërs. Volgens de twee eeuwen later levende Romeinse
de|Ungläubiger und fremder Eroberer angesehen. Ein Aufstand in Kairo musste gewaltsam niedergeschlagen werden. Da Ägypten
en|the Sea Water Quality Standard of China. Much of this pollution came from Ag, Cu,
fr|trésors autrefois stériles » de l'Asie59. Il affirme qu'Alexandre a préparé l'émergence d'une « religion
nl|geschiedschrijver Livius deed hij dat in oktober/november 218 v.Chr. en had hij 37 krijgsolifanten bij
de|offiziell Teil des Osmanischen Reiches war, erklärte dieses Frankreich den Krieg. Napoleon marschierte daraufhin mit
en|Deep sea mining is a relatively new mineral retrieval process undergoing research which takes place
fr|mondiale » et qu'il est le fondateur d'une ère nouvelle à l'origine d'une civilisation qui
nl|zich. In veel geschiedenisboeken wordt gezegd dat het twintig olifanten waren. Aanvankelijk boekte Hannibal, een
de|einem Teil seiner Armee den neuen Gegnern in Richtung Palästina entgegen. Die Eroberung von Jaffa
en|on the ocean floor. Ocean mining sites are usually around large areas of polymetallic nodules
fr|perdure jusqu'à la chute de l'Empire byzantin en 145360. Finalement aux yeux de Droysen, la
nl|briljant veldheer, grote successen tegen de Romeinen, waarmee hij een blijvende plaats in het Romeinse
de|und Gaza gelang, doch die Festung in Akkon konnte sich halten. Nachdem die französische Armee
en|or active and extinct hydrothermal vents at about 3,000 – 6,500 meters below the ocean's
fr|Macédoine antique ressemble à la Prusse contemporaine dont la mission est d'unifier le peuple allemand
nl|bewustzijn veroverde. werd een standaard-uitdrukking voor een dodelijk gevaar. De Romeinse Republiek werd in de
de|durch die Pest dezimiert worden war, musste Napoleon sich nach Ägypten zurückziehen. Dort konnten die
en|surface. The vents create sulfide deposits, which contain precious metals such as silver, gold, copper,
fr|comme Philippe et Alexandre l'ont fait pour la Grèce61. Dans le monde anglo-saxon, le premier
nl|Slag bij Cannae in 216 v.Chr. tot de rand van de afgrond gedreven, niet alleen
de|Franzosen eine osmanische Armee in der Schlacht von Abukir am 25. Juli 1799 zwar noch
en|manganese, cobalt, and zinc. The deposits are mined using either hydraulic pumps or bucket systems
fr|représentant de cette vision idéalisée est William W. Tarn, dont la biographie d'Alexandre publiée en
nl|door de enorme verliezen, maar ook omdat de eigen Italiaanse bondgenoten aan Rome gingen twijfelen;
de|einmal besiegen, aber für Napoleon war klar, dass die Ziele der Expedition nicht mehr durchsetzbar
en|that take ore to the surface to be processed. As with all mining operations, deep
fr|1948, le décrit comme un héros civilisateur62. Pour l'historien britannique, Alexandre « a été le
nl|bovendien sloot Philippos V van Macedonië een verbond met Carthago om in 214 v.Chr. de
de|waren. Außerdem spitzten sich die außenpolitische Lage in Europa durch den Vormarsch alliierter Truppen im
en|Because deep sea mining is a relatively new field, the complete consequences of full-scale mining
fr|pionnier d'une des plus grandes révolutions dans l'histoire du monde » en initiant l'union matrimoniale
nl|Eerste Macedonische Oorlog tegen Rome te beginnen. Het laatste onafhankelijke deel van Sicilië sloot ook
de|Zuge des zweiten Koalitionskrieges und die innenpolitische Krise in Frankreich zu. Dies veranlasste Bonaparte, Ägypten
en|operations are unknown. However, experts are certain that removal of parts of the sea floor
fr|entre Macédoniens et Perses dans une volonté de fraternité universelle63. Peter Green, dans Alexander of
nl|De Romeinen bleken echter te kunnen leren, zowel van hun eigen fouten als van de
de|unter Zurücklassung der Expeditionstruppen am 23. August 1799 zu verlassen. Mit viel Glück segelte er
en|will result in disturbances to the benthic layer, increased toxicity of the water column, and
fr|Macedon, 356-323 B.C.: A Historical Biography cherche notamment à étudier la psychologie d'Alexandre ; il
nl|tactiek van de vijand. Zij streefden niet meer naar een beslissende overwinning op Hannibal, maar
de|durch die Blockade der Royal Navy und erreichte am 30. September Ajaccio auf Korsika. Das
en|sediment plumes from tailings. Removing parts of the sea floor disturbs the habitat of benthic
fr|insiste sur son « génie militaire » tout en notant son absence de véritable projet
nl|schakelden over op een uitputtingsstrategie tegen Hannibal in Italië en trachtten diens verbinding met zijn
de|französische Festland betrat er bei Saint-Raphaël wieder am 9. Oktober. In Frankreich spielte das Scheitern
en|organisms, possibly, depending on the type of mining and location, causing permanent disturbances. Aside from
fr|au départ de l'expédition. Il reprend finalement à son compte l'idéologie du « héros »
nl|uitvalsbasis in Iberia af te snijden. Vanaf 211 v.Chr. werden hiermee belangrijke successen geboekt, toen
de|der Expedition kaum eine Rolle, vielmehr wurde Bonaparte bei seinem Weg nach Paris als Volksheld
en|direct impact of mining the area, leakage, spills, and corrosion could alter the mining area's
fr|véhiculée par l'historiographie ancienne64. Les ouvrages de Robin Lane Fox, qui ont inspiré Oliver Stone
nl|de grote Romeinse veldheer Publius Cornelius Scipio I in Iberia landde en daar een aantal
de|gefeiert. Viele Bürger erhofften sich von ihm militärische Erfolge, die Wiederherstellung des Friedens in der
en|Among the impacts of deep sea mining, it is theorized that sediment plumes could have
fr|pour son film Alexandre , présentent une vision apologétique du règne d'Alexandre tout en insistant
nl|overwinningen behaalde op minder briljante veldheren dan Hannibal. De trouw van Carthago's Numidische en Keltiberische
de|Gewissermaßen als Regierungsprogramm gab Bonaparte die Parole aus: „Bürger! Die Revolution ist zu den Grundsätzen
en|the greatest impact. Plumes are caused when the tailings from mining are dumped back into
fr|Cette évaluation élogieuse contraste avec celle résolument plus négative qui reprend des critiques datant de
nl|bondgenoten liet te wensen over. Keltiberische stammen sloten zich zelfs aan bij de Romeinen. Commandant
de|zurückgekehrt, von denen sie ausging; sie ist zu Ende.“ Dies entsprach dem Wunsch vor allem
en|the ocean, creating a cloud of particles floating in the water. Two types of plumes
fr|l'Antiquité, dont celles émises par les philosophes stoïciens, à savoir qu'Alexandre serait un « prédateur
nl|Hamilcar, Hannibals broer, werd de grond te heet onder de voeten in Iberia en hij
de|der bürgerlichen Schichten. Sie wollten die Errungenschaften der Revolution, wie die Abschaffung feudaler Privilegien oder
en|occur: near-bottom plumes and surface plumes. Near-bottom plumes occur when the tailings are pumped back
fr|» aux qualités avant tout militaires car politiquement il aurait échoué du fait de son
nl|trok naar Italië om Hannibal te versterken, maar werd al in Noord-Italië verslagen en gedood
de|die Rechtsgleichheit, zwar bewahrt sehen, verlangten aber auch nach Schutz vor Umtrieben der Radikalen oder
en|down to the mining site. The floating particles increase the turbidity, or cloudiness, of the
fr|impulsivité et de son irrationalité, finissant par s'isoler à cause de « purges » parmi
nl|tijdens de belangrijke Romeinse overwinning in de Slag bij de Metaurus in 207 v.Chr. Hannibal
de|Unruhen der Unterschichten. Dem trug der neue Machthaber Rechnung. Die Ordnung in einigen Unruhegebieten wurde
en|water, clogging filter-feeding apparatuses used by benthic organisms. Surface plumes cause a more serious problem.
fr|ses officiers66. Le premier représentant de cette école critique est Karl Julius Beloch dans Griechische
nl|moest het in Italië voortaan dus stellen met wat plaatselijke dubieuze bondgenoten. Na bijna vijftien
de|wiederhergestellt. In verschiedenen Bereichen ließ Napoleon Reformen durchführen, die teilweise weit über seine Herrschaftszeit hinaus
en|Depending on the size of the particles and water currents the plumes could spread over
fr|Geschichte qui considère Alexandre comme un tyran67. Dans Alexander der Grosse: Das Problem seiner Persönlichkeit
nl|jaar van belegeringen, en te weinig overwinningen in veldslagen, moest Hannibal vanuit Italië oversteken naar
de|Bestand hatten. Dazu gehören die weitere Zentralisierung der Verwaltung, der Ausbau der Verkehrsinfrastruktur, die Sanierung
en|vast areas. The plumes could impact zooplankton and light penetration, in turn affecting the food
fr|und seines Wirkens , Fritz Schachermeyr, historien proche du nazisme, se montre également critique envers
nl|zijn vaderstad, want de Romeinen hadden inmiddels de Carthagers compleet uit Iberia verdreven en waren
de|der Staatsfinanzen, eine Währungsreform, die im Kern bis 1914 Bestand hatte, die Gründung der Banque
en|web of the area. Further research has been conducted by the Massachusetts Institute of Technology
fr|Alexandre67. Cette analyse se retrouve chez Albert B. Bosworth dans Conquest and empire: The reign
nl|overgestoken naar Africa. Daar bedreigden zij Carthago zelf, met steun van de toen ook naar
de|de France und schließlich 1804 der Erlass des Gesetzbuches Code civil, der als Code Napoléon
en|to investigate how these plumes travel through water in an attempt to create mathematical models
fr|of Alexander the Great , un ouvrage qui fait encore autorité de nos jours, et
nl|hen overgelopen Numidiërs. Hannibal werd in 202 v.Chr. beslissend verslagen in de Slag bij Zama
de|bekannt ist. Dieser hat bis zum heutigen Tag in vielen Ländern Bedeutung und blieb auch
en|which would allow for prediction of how plumes may travel and potentially this mitigate damage.
fr|chez Peter Green dans Alexander of Macedon, 356–323 BC. : A Historical Biography, University of
nl|De Carthagers moesten volgens een door de Romeinen opgelegd verdrag hun invloedssfeer beperken tot het
de|in einigen Teilen Deutschlands bis 1900 in Kraft. Für besondere Verdienste stiftete Bonaparte 1802 die
en|This research is used to contribute to the work of the International Seabed Authority, the
fr|California Press 67. Le génie militaire d'Alexandre, auparavant unanimement reconnu, est aussi relativisé par la
nl|tegenwoordige Noord-Tunesië en werden als het ware onder curatele van Rome gesteld. Dit werd niet
de|Napoleon ließ die organisierte politische Opposition bekämpfen, gleichzeitig versuchte er, sowohl die ehemaligen Anhänger der
en|body which is mandated to develop, implement and enforce rules for deep-sea mining activities within
fr|critique moderne. Ernst Badian dans Der Neue Pauly. Enzyklopädie der Antike qualifie le retour d'Inde
nl|door iedereen in Rome als voldoende beschouwd. Senator Marcus Porcius Cato Censorius maior bleef tientallen
de|Jakobiner wie auch die Royalisten in den neuen Staat zu integrieren. Im Fall der letzteren
en|Deep sea mining is a growing subfield of experimental seabed mining that involves the retrieval
fr|de « catastrophe militaire » ; Waldemar Heckel, dans The Conquests of Alexander the Great
nl|De aanleiding voor de Derde Punische Oorlog was de gewapende reactie van Carthago op de
de|spielte das Konkordat mit Papst Pius VII. von 1801 eine wichtige Rolle. Als Bonaparte nach
en|of minerals and deposits from the ocean floor found at depths of 200 meters or
fr|souligne les capacités stratégiques d'Alexandre mais s'oppose à une conception trop romantique de son règne.
nl|voortdurende aanvallen op haar grondgebied door de Numidiërs, die inmiddels Romes bondgenoten waren geworden. Deze
de|einer aufgedeckten Verschwörung im August 1803 um Georges Cadoudal, Pichegru und General Moreau den Herzog
en|greater. Presently, the majority of marine mining efforts are limited to shallow coastal waters, where
fr|Face à ces critiques, l'historien Frank Holt met en garde contre une « nouvelle orthodoxie
nl|zelfverdediging was echter niet conform het vredesverdrag dat Carthago op het einde van de Tweede
de|von Enghien, einen Angehörigen des ehemaligen Königshauses, in Deutschland entführen ließ und dessen Aburteilung und
en|sand, tin and diamonds are more readily accessible. To date, deep sea mining has been
fr|Les recherches récentes s'abstiennent de chercher à comprendre totalement la personnalité d'Alexandre ou de porter
nl|Punische Oorlog met Rome gesloten had. Ook vreesde de Romeinse senaat dat koning Massinissa van
de|Erschießung in Frankreich befahl, bedeutete dies einen Rückschlag für den Versöhnungsprozess und löste insbesondere im
en|limited to There are three types of deep sea mining that have generated great interest:
fr|un jugement moral. Elles cherchent plutôt à examiner l'expression de la royauté, sa transformation ainsi
nl|Numidië zich van Carthago meester zou kunnen maken en de stad als hoofdstad kiezen. Daarmee
de|Außenpolitisch ging es zunächst darum, den zweiten Koalitionskrieg siegreich zu beenden. Mit seiner Armee zog
en|polymetallic nodule mining, polymetallic sulphide mining, and the mining of Cobalt-Rich ferromanganese crusts. The majority
fr|que les conséquences politiques des conquêtes. La thèse de Paul Goukowsky, Essai sur les origines
nl|zou hij beschikken over een zeer strategisch gelegen en goed verdedigbare hoofdstad voor zijn rijk
de|er nach dem Vorbild von Hannibal über die Alpen. Der Sieg in der Schlacht bei
en|of proposed deep sea mining sites are near of polymetallic nodules or active and extinct
fr|du mythe d’Alexandre , a renouvelé l'étude en posant la question du pouvoir, de l'éthique
nl|dat volop in expansie was. Rome koos voor de gemakkelijkste oplossing: geen oorlog met Massinissa,
de|Marengo am 14. Juni 1800 war allerdings vor allem General Desaix zu verdanken, der in
en|hydrothermal vents at 1,400 to 3,700 metres below the ocean’s surface. The vents create globular
fr|et du merveilleux58. Les travaux de l'historien grec Miltiade Hatzopoulos, dont Macedonian Institutions Under the
nl|De laatste Punische oorlog begon in 149 v.Chr. onder leiding van Publius Cornelius Scipio Aemilianus
de|der Schlacht fiel. Nach dem entscheidenden Sieg der von General Jean-Victor Moreau geführten Truppen in
en|or massive sulfide deposits, which contain valuable metals such as silver, gold, copper, manganese, cobalt,
fr|Kings : A historical and epigraphic study , ont étendu la vision de l'histoire d'Alexandre
nl|Africanus minor, de geadopteerde kleinzoon van maior, met een moeiteloze overtocht en een landing van
de|der Schlacht von Hohenlinden wurde am 9. Februar 1801 in Lunéville der Frieden mit Österreich
en|and zinc. The deposits are mined using either hydraulic pumps or bucket systems that take
fr|à travers une étude de l'État macédonien des Argéades aux Antigonides. Parmi les historiens contemporains,
nl|het Romeinse leger in het nabijgelegen Utica, een Punische stad die de kant van de
de|geschlossen. Der Frieden mit Russland folgte am 8. Oktober 1801, und der Frieden von Amiens
en|As with all mining operations, deep sea mining raises questions about its potential environmental impact.
fr|se distinguent Edward M. Anson qui propose dans Alexander the Great: Themes and issues une
nl|Romeinen had gekozen. De Carthagers gingen akkoord met alle aanvankelijke Romeinse eisen. Ze leverden al
de|beendete am 25. März 1802 den Krieg mit Großbritannien. In Übersee führte Napoleons Abschaffung der
en|Environmental advocacy groups such as Greenpeace and the Deep Sea Mining Campaign have argued that
fr|étude des enjeux politiques et culturels du règne d'Alexandre, ainsi qu'Ian Worthington dans By the
nl|hun wapens uit en leverden gijzelaars aan Rome, in een poging om oorlog te vermijden.
de|zwar am 4. Februar 1794 beschlossenen – aber nie umgesetzten – Dekrete gegen den Code
en|seabed mining should not be permitted in most of the world's oceans because of the
fr|spear: Philip II, Alexander the Great, and the rise and fall of the Macedonian Empire
nl|Toen Rome echter bovendien eiste dat ze Carthago zouden verwoesten en zich op een andere
de|Noir und die Sklaverei auf Saint-Domingue zu neuen Aufständen und schließlich am 1. Januar 1804
en|potential for damage to deep sea ecosystems and pollution by heavy metal laden plumes. Prominent
fr|qui met en parallèle les règnes de Philippe II et de son fils67. Enfin, grâce
nl|plaats in het binnenland zouden vestigen, besloten ze liever te vechten dan hun geliefde stad
de|zur Unabhängigkeitserklärung unter neuem Namen: Haiti. Im Jahr 1803 verkaufte Bonaparte Louisiana an die Vereinigten
en|environmental activists and state leaders have also called for moratoriums or total bans due to
fr|notamment aux travaux de Pierre Briant et Paul Bernard, l'héritage achéménide est désormais envisagé dans
nl|op te geven. Scipio begon met de belegering van Carthago, dat heldhaftig verdedigd werd door
de|1805 verfügte Napoleon die weitere Anwendung des Code Noir ausdrücklich, so dass er bis zur
en|Over the past decade, a new phase of deep-sea mining has begun. Rising demand for
fr|sa pleine mesure : les peuples conquis, longtemps « sans histoire », sont davantage pris
nl|vijftigduizend soldaten onder leiding van generaal Hasdrubal. De Romeinen blokkeerden de haven van Carthago om
de|Abschaffung der Sklaverei in französischen Kolonien – soweit noch im Besitz Frankreichs – bis zum
en|precious metals in Japan, China, Korea and India has pushed these countries in search of
fr|Alexandre est né à Pella, la capitale du royaume de Macédoine, le 20 ou le
nl|Aanvankelijk mocht er niemand meer op de ruïnes van Carthago huizen bouwen, maar in 122
de|Die innen- und außenpolitischen Erfolge ermöglichten es Bonaparte, sich vom Senat – legitimiert durch eine
en|new sources. Interest has recently shifted toward hydrothermal vents as the source of metals instead
fr|21 juillet 356 av. J.-C.N 11. Il est le fils du roi de Macédoine Philippe
nl|v.Chr. stichtte Gaius Sempronius Gracchus in Carthago de nederzetting Colonia Junonia. Het project was echter
de|weitere Volksabstimmung am 2. August 1802 – zum Konsul auf Lebenszeit erklären zu lassen. 3
en|of scattered nodules. The trend of transition towards an electricity-based information and transportation infrastructure currently
fr|II, de la dynastie des Argéades, et d'Olympias, sa troisième épouse, princesse d’Épire de la
nl|geen lang leven beschoren vanwege tegenwerking van Gracchus' politieke tegenstanders in de senaat. In de
de|Millionen abstimmende Franzosen entschieden sich für ein. Die Bestimmung, seinen Nachfolger selbst auswählen zu können,
en|seen in western societies further pushes demands for precious metals. The current revived interest in
fr|dynastie des Éacides70. Par sa mère, il est donc le neveu d'Alexandre le Molosse, roi
nl|eerste eeuw v.Chr. besloot Julius Caesar in Carthago een nieuwe stad te stichten, maar in
de|und die Einführung einer regelrechten Hofhaltung in den Tuilerien waren Schritte auf dem Weg zur
en|phosphorus nodule mining at the seafloor stems from phosphor-based artificial fertilizers being of significant importance
fr|d'Épire. Sa mère donnera naissance en 355 à une fille Cléopâtre71. Par son père, Alexandre
nl|44 v.Chr. werd hij vermoord voordat dit kon worden gerealiseerd. Zijn geadopteerde zoon, keizer Augustus,
de|Die Friedenszeit dauerte nicht lange. Napoleons Außenpolitik mit der Annexion von Piemont, der engen Bindung
en|for world food production. Growing world population pushes the need for artificial fertilizers or greater
fr|prétend descendre de Téménos d'ArgosN 12, lui-même supposément descendant d'Héraclès, fils de Zeus. Par sa
nl|liet na Caesars dood een nieuwe stad aanleggen die ook weer de naam Carthago kreeg
de|der Schweiz an Frankreich, der Verordnung einer neuen Verfassung in Holland und letztlich der Streit
en|The world's first mining of hydrothermal vent mineral deposits was carried out by Japan in
fr|Une légende, connue dès l'Antiquité, dit qu'Olympias n'aurait pas conçu Alexandre avec Philippe, qui a
nl|en al snel was ze weer van flinke betekenis, mede doordat zich weer veel 'Puniërs'
de|um den Status der Insel Malta führten zur Kriegserklärung Großbritanniens. In den ersten Jahren blieben
en|August - September, 2017. Japan Oil, Gas and Metals National Corporation carried out this operation
fr|peur d'elle et de son habitude de dormir en compagnie de serpents72, mais avec Zeus.
nl|vestigden op die plek. In de loop van de eerste eeuw na Christus. groeide de
de|deren Auswirkungen begrenzt. Während Großbritannien vor allem einen Kolonial- und Seekrieg führte, sperrte Bonaparte seinen
en|using the Research Vessel Hakurei. This mining was carried out at the 'Izena hole/cauldron' vent
fr|Alexandre se sert de ces contes populaires à des fins politiques, faisant parfois référence au
nl|stad zelfs uit tot de tweede stad in de westelijke helft van het Romeinse Rijk
de|Machtbereich für britische Waren und annektierte Hannover. Der Plan einer Invasion Großbritanniens wurde 1805 erneut
en|field within the hydrothermally active back-arc basin known as the Okinawa Trough which contains 15
fr|dieu plutôt qu'à Philippe quand il évoque son père. Une autre légende datant du iiie
nl|met ongeveer 500.000 inwoners. Alleen Rome zelf was met rond de 800.000 bewoners nog groter.
de|Nachdem Napoleon durch eine Volksabstimmung und den Senat die Kaiserwürde angetragen worden war, krönte er
en|A deep sea mining venture in Papua New Guinea, the Solwara 1 Project, was granted
fr|siècle ap. J.-C., d'origine alexandrine celle-là et attribuée au Pseudo-Callisthène, veut qu'Alexandre soit le fils
nl|Rond het jaar 100 werd het Romeinse amfitheater van Carthago gebouwd; een van de indrukwekkendste
de|sich am 2. Dezember 1804 in der Kathedrale Notre Dame de Paris während der Zeremonie
en|a mining permit to begin mining a high grade copper-gold resource from a weakly active
fr|du dernier pharaon d’Égypte de la XXXe dynastie, Nectanébo II, chassé du pouvoir par Artaxerxès
nl|theaters in de Romeinse wereld. In de christelijke periode was Carthago eveneens belangrijk door verschillende
de|in Anwesenheit von Pius VII. selbst zum Kaiser. Während die Annahme der Kaiserkrone nach innen
en|hydrothermal vent. This controversial project generated an enormous backlash from the community and environmental activists
fr|Selon une affirmation rapportée entre autres par Plutarque, Alexandre serait né la nuit même où
nl|concilies, waaronder het Concilie van Carthago, die er gehouden werden en door de belangrijke bisschop
de|sein Prestige weiter erhöhen sollte, war es nach außen ein Versuch, sein Regime dynastisch zu
en|The Solwara 1 Project was located at 1600 metres water depth in the Bismarck Sea,
fr|Érostrate a incendié le temple d'Artémis à Éphèse, l'une des sept merveilles du monde antiqueA
nl|In de 5e eeuw werd Noord-Afrika bezet door de Vandalen: koning Geiserik nam in 439
de|legitimieren. Gleichzeitig signalisierte der Kaisertitel jedoch den Anspruch auf die zukünftige Gestaltung Europas. Der Titel
en|New Ireland Province. Using ROV technology developed by UK-based Soil Machine Dynamics, Nautilus Minerals Inc.
fr|7. Alexandre utilisera plus tard cette coïncidence pour renforcer son aura politique en proposant de
nl|Carthago in en maakte het de hoofdstad van zijn rijk. Van hieruit veroverde het Vandaalse
de|bedeutete, dass dieser sich letztlich als Kaiser eines Volkes und nicht eines Reiches sah. Napoleon
en|is first company of its kind to announce plans to begin full-scale undersea excavation of
fr|financer la restauration du temple, qui est cependant refusée par les Éphésiens74. Plutarque indique également
